051256849-36;Renato B E Lacerda;RLace051;Lac300
096497310-62;Felipe G G Cruz;FCruz096;Cru582
075847713-30;Joao B D Leão;JLeão075;Leã852
113064068-17;Carlos C C Couto;CCout113;Cou120
048181882-11;Joao D E Viçoso;JViço048;Viç582
092698678-42;Davi C B Borges;DBorg092;Bor277
076497515-36;Petrônio E C Nunes;PNune076;Nun134
095841581-36;Geovanna A G Nascimento;GNasc095;Nas119
104333536-83;Ronilson D A Viçoso;RViço104;Viç390
101998285-85;Helena C F Nascimento;HNasc101;Nas408
105753350-11;Matheus B A Mozany;MMoza105;Moz566
061121661-60;Ítalo B A Cruz;ÍCruz061;Cru512
096108486-72;Daniel D G Assis;DAssi096;Ass247
103327254-77;Lucas B C Leão;LLeão103;Leã184
077617474-36;Raissa A B Leão;RLeão077;Leã750
062458250-12;Carlos F C Moreira;CMore062;Mor208
040088298-78;Leonardo F D Campos;LCamp040;Cam460
113971488-16;Geovanna B A Leite;GLeit113;Lei497
094178035-82;Albert G F Fernandes;AFern094;Fer475
079710300-89;Hugo G B Fernandes;HFern079;Fer651
094407812-20;Leonardo B A Leite;LLeit094;Lei128
094876967-82;Hugo B D Fernandes;HFern094;Fer725
103715790-02;Pedro B E Neves;PNeve103;Nev260
050190133-75;Stephany A G Vianna;SVian050;Via516
057713186-86;Hugo F A Fernandes;HFern057;Fer397
053234490-99;Ian A G Santos;ISant053;San572
109443112-22;Stephanie G E Matos;SMato109;Mat218
087147957-30;Helena F C Assis;HAssi087;Ass115
108211336-34;Gabriel F F Assis;GAssi108;Ass177
041908865-01;Davi B G Freire;DFrei041;Fre144
046715335-15;Davi E G Fraga;DFrag046;Fra389
094612747-76;Dario E A Batista;DBati094;Bat839
085761867-51;Matheus D B Moreira;MMore085;Mor682
103749078-29;Clarissa D C Assis;CAssi103;Ass555
109243525-55;Albert E E Alves;AAlve109;Alv232
114354501-24;Stephanie C E Amaral;SAmar114;Ama423
044346238-11;Dario C E Nunes;DNune044;Nun788
102776551-56;Vinicius G G Mozany;VMoza102;Moz564
101272350-77;Maria A E Gomes;MGome101;Gom658
064095554-42;Joao B D Ritschel;JRits064;Rit600
103943534-25;Arthur B C Fraga;AFrag103;Fra621
078055526-75;Raissa B C Matos;RMato078;Mat550
083204368-51;Renato A E Leite;RLeit083;Lei958
055361294-14;Hugo B C Vianna;HVian055;Via453
063059562-26;Pedro D G Silva;PSilv063;Sil713
074690408-46;Arthur D B Gomes;AGome074;Gom947
078845858-44;Raissa G G Moreira;RMore078;Mor661
099866057-46;Joao F C Braga;JBrag099;Bra466
067328162-90;Stephanie D D Nascimento;SNasc067;Nas146
088606914-94;Pedro F A Fraga;PFrag088;Fra643
062704384-98;Pedro A E Viçoso;PViço062;Viç357
060378485-07;Ian E B Nunes;INune060;Nun409
087958519-81;Stephany D B Oliveira;SOliv087;Oli109
102549503-20;Erik B D Ritschel;ERits102;Rit366
055604550-71;Guilherme B C Ramos;GRamo055;Ram509
099143017-02;Ronilson D D Batista;RBati099;Bat747
047345435-39;Maria G B Ramos;MRamo047;Ram829
090324358-85;Leonardo F F Moreira;LMore090;Mor702
065169338-79;Joao B D Guerra;JGuer065;Gue164
065763882-10;Arthur G E Nunes;ANune065;Nun802
078113782-67;Luis E B Guerra;LGuer078;Gue524
066398949-19;Matheus C G Neves;MNeve066;Nev297
064320604-70;Dario B A Amaral;DAmar064;Ama476
074827958-60;Renato F B Viçoso;RViço074;Viç848
070657200-42;Joao F E Borges;JBorg070;Bor236
097955692-14;Ítalo F B Abdalla;ÍAbda097;Abd948
096129555-23;Arthur C A Campos;ACamp096;Cam370
044068113-07;Erik D A Borges;EBorg044;Bor401
096100755-93;Maria B E Ramos;MRamo096;Ram561
057446227-52;Davi F C Pinho;DPinh057;Pin282
084826542-86;Stephany C C Leão;SLeão084;Leã762
071239166-09;Weslley A F Fraga;WFrag071;Fra616
072851408-18;Dario B D Mozany;DMoza072;Moz190
111650822-12;Gustavo A E Silva;GSilv111;Sil199
088153183-82;Erckson F D Borges;EBorg088;Bor134
102598404-16;Hugo E A Pinho;HPinh102;Pin323
105540771-33;Weslley E F Pires;WPire105;Pir953
063180445-64;Ian B B Guimarães;IGuim063;Gui526
065135579-50;Ítalo A E Batista;ÍBati065;Bat456
080247761-80;Leonardo F G Gomes;LGome080;Gom252
091135668-26;Geovanna B A Nascimento;GNasc091;Nas322
074354814-74;Dario B A Oliveira;DOliv074;Oli257
074144902-81;Carlos F A Lima;CLima074;Lim664
103655389-18;Daniel B C Moreira;DMore103;Mor324
040195037-71;Lucas B F Moreira;LMore040;Mor352
068405215-32;Renato A E Lima;RLima068;Lim551
059478348-15;Albert C B Abdalla;AAbda059;Abd408
110660754-86;Arthur E A Abdalla;AAbda110;Abd596
050102946-21;Albert F E Ritschel;ARits050;Rit338
088288575-76;Davi A E Borges;DBorg088;Bor604
074060146-04;Matheus E F Oliveira;MOliv074;Oli321
109558997-92;Helena A B Moreira;HMore109;Mor924
053188868-51;Renato E B Soares;RSoar053;Soa477
048744985-39;Matheus D A Neves;MNeve048;Nev426
053463338-30;Matheus D D Lima;MLima053;Lim632
070167732-62;Ana C F Neves;ANeve070;Nev561
064015892-01;Petrônio A C Pires;PPire064;Pir739
077864171-78;Stephany A F Neves;SNeve077;Nev799
075485699-42;Ian D B Braga;IBrag075;Bra690
051385335-75;Ítalo A F Vianna;ÍVian051;Via647
082544454-87;Ian G F Matos;IMato082;Mat589
093344251-36;Weslley E G Soares;WSoar093;Soa374
055677452-88;Eric G E Mozany;EMoza055;Moz805
072712132-96;Albert D A Alves;AAlve072;Alv921
093345118-55;Lucas F D Fraga;LFrag093;Fra248
063114812-42;Raissa A C Nascimento;RNasc063;Nas674
093031218-30;Erik E E Pinho;EPinh093;Pin310
065294255-17;Vinicius A E Mozany;VMoza065;Moz696
097451787-99;Ronilson G B Cruz;RCruz097;Cru628
073493262-73;Gabriel A D Mozany;GMoza073;Moz677
057946054-82;Eric E E Pinho;EPinh057;Pin482
045330295-60;Stephany G C Amaral;SAmar045;Ama819
046537823-17;Petrônio D F Lima;PLima046;Lim811
097019111-55;Luis C D Ritschel;LRits097;Rit866
089029686-82;Carlos D C Ritschel;CRits089;Rit763
041622022-90;Geovanna E G Leite;GLeit041;Lei584
060139317-59;Larissa G A Couto;LCout060;Cou885
100522805-67;Clarissa A G Moreira;CMore100;Mor893
042405380-54;Luis D B Guerra;LGuer042;Gue273
093684757-60;Davi B G Mayrink;DMayr093;May948
100343570-73;Lucas E D Lacerda;LLace100;Lac217
050436292-77;Vinicius B D Gomes;VGome050;Gom751
081140119-80;Larissa D E Fraga;LFrag081;Fra878
076412703-42;Gabriel C A Couto;GCout076;Cou800
109679358-80;Leonardo G C Cruz;LCruz109;Cru223
058820925-10;Pedro F E Silva;PSilv058;Sil647
108904732-81;Arthur F D Assis;AAssi108;Ass681
086549259-78;Albert F A Gomes;AGome086;Gom331
095532006-79;Helena C D Assis;HAssi095;Ass913
104148201-21;Vinicius C G Leão;VLeão104;Leã272
056480711-41;Renato E A Santos;RSant056;San656
076621041-62;Guilherme A C Leite;GLeit076;Lei741
083355621-91;Larissa F E Ritschel;LRits083;Rit103
064335571-05;Pedro D F Santos;PSant064;San969
070453519-42;Matheus G D Santos;MSant070;San115
110752832-12;Renato B G Leite;RLeit110;Lei635
099429237-44;Weslley E F Santos;WSant099;San502
088135649-27;Guilherme A D Gomes;GGome088;Gom768
106787935-90;Ana B C Alves;AAlve106;Alv559
078479680-01;Fabio E D Lacerda;FLace078;Lac722
105802150-11;Eric G A Lima;ELima105;Lim470
111995505-81;Ronilson E F Fernandes;RFern111;Fer606
054355903-15;Stephany D D Soares;SSoar054;Soa275
040362088-23;Lucas A B Matos;LMato040;Mat554
059967261-18;Guilherme E F Amaral;GAmar059;Ama320
073693262-49;Ana C D Batista;ABati073;Bat955
071591450-80;Dario G F Borges;DBorg071;Bor790
100579950-48;Gustavo F D Braga;GBrag100;Bra720
040379902-10;Ian F E Souza;ISouz040;Sou312
062927901-85;Geovanna F G Mayrink;GMayr062;May149
064858928-36;Lucas F G Mayrink;LMayr064;May428
050685668-65;Stephany D C Assis;SAssi050;Ass215
093522646-72;Dario C B Fraga;DFrag093;Fra398
055535371-66;Stephany C C Alves;SAlve055;Alv843
087099142-80;Stephany E E Batista;SBati087;Bat517
062501238-40;Davi G F Pinho;DPinh062;Pin217
088344204-09;Stephanie C D Guerra;SGuer088;Gue174
102934835-91;Vinicius F G Couto;VCout102;Cou193
041697756-76;Joao F A Fraga;JFrag041;Fra765
081298810-44;Erik D C Matos;EMato081;Mat972
077089755-87;Gustavo C B Gomes;GGome077;Gom736
069916455-58;Geovanna B A Pires;GPire069;Pir599
083725432-63;Joao D D Abdalla;JAbda083;Abd531
081436945-89;Guilherme F A Soares;GSoar081;Soa158
094363191-60;Davi F A Alves;DAlve094;Alv315
063047335-55;Daniel A B Campos;DCamp063;Cam690
083679529-95;Maria B G Borges;MBorg083;Bor400
081745121-22;Guilherme C G Lacerda;GLace081;Lac835
092214541-83;Weslley E B Vianna;WVian092;Via435
101940338-57;Larissa G F Braga;LBrag101;Bra248
071168618-02;Ronilson C D Cruz;RCruz071;Cru323
082615439-95;Daniel E E Gomes;DGome082;Gom904
111940241-98;Renato A E Pires;RPire111;Pir256
089660776-47;Geovanna B G Alves;GAlve089;Alv175
041788881-16;Maria F D Fraga;MFrag041;Fra109
062688927-52;Fabio A D Fraga;FFrag062;Fra959
066148525-03;Carlos G F Ramos;CRamo066;Ram892
053825428-50;Dario A B Guerra;DGuer053;Gue627
101308099-27;Ana G B Ritschel;ARits101;Rit564
076611962-90;Ronilson D G Leite;RLeit076;Lei702
098709819-28;Petrônio E F Pinho;PPinh098;Pin903
070985231-06;Vinicius F C Leão;VLeão070;Leã122
079497581-81;Larissa E E Freire;LFrei079;Fre134
042300365-72;Vinicius A B Souza;VSouz042;Sou666
040386924-56;Arthur C B Leão;ALeão040;Leã685
073095772-52;Carlos C D Alves;CAlve073;Alv540
071666706-43;Ana D A Fraga;AFrag071;Fra455
068308691-60;Ian G F Pinho;IPinh068;Pin256
044022475-34;Hugo A A Guerra;HGuer044;Gue549
045999155-80;Dario B F Pires;DPire045;Pir939
055744549-59;Joao E E Fernandes;JFern055;Fer413
077009494-02;Matheus A B Moreira;MMore077;Mor773
066190880-25;Renato F A Moreira;RMore066;Mor556
055777418-31;Arthur A B Assis;AAssi055;Ass388
074803187-26;Joao B C Soares;JSoar074;Soa753
074409335-20;Ítalo E C Freire;ÍFrei074;Fre151
067026708-17;Stephanie G A Guerra;SGuer067;Gue535
071178822-48;Weslley A F Santos;WSant071;San738
066997904-84;Maria B A Alves;MAlve066;Alv551
093925468-16;Arthur G F Leite;ALeit093;Lei318
077784748-81;Leonardo A G Nascimento;LNasc077;Nas405
053075394-51;Pedro C F Amaral;PAmar053;Ama754
094953435-45;Carlos F B Fraga;CFrag094;Fra869
082235843-84;Pedro A C Nunes;PNune082;Nun158
045853438-45;Gabriel D A Leite;GLeit045;Lei295
055137662-70;Luis C F Silva;LSilv055;Sil643
087130406-13;Fabio F D Borges;FBorg087;Bor981
068688116-62;Hugo C F Matos;HMato068;Mat836
050630805-97;Gustavo E G Amaral;GAmar050;Ama186
084840822-24;Maria C C Leite;MLeit084;Lei671
069772420-19;Joao E F Borges;JBorg069;Bor255
047937663-80;Helena F C Guimarães;HGuim047;Gui514
073171816-03;Matheus F C Leão;MLeão073;Leã866
088494223-37;Felipe D D Ramos;FRamo088;Ram324
109695978-23;Fabio G A Pires;FPire109;Pir756
048720305-09;Carlos C F Guerra;CGuer048;Gue501
086904655-44;Joao D D Fernandes;JFern086;Fer239
071346331-79;Eric B B Leite;ELeit071;Lei315
096058615-57;Erik B D Moreira;EMore096;Mor276
071018084-15;Petrônio A F Fraga;PFrag071;Fra485
043601048-87;Stephanie F F Leão;SLeão043;Leã171
053358849-40;Gabriel F B Viçoso;GViço053;Viç356
050076202-09;Dario C C Gomes;DGome050;Gom811
071100952-17;Albert D C Leite;ALeit071;Lei937
065075438-60;Matheus G F Mayrink;MMayr065;May145
092708797-15;Eric A G Mozany;EMoza092;Moz832
078128855-65;Dario D E Gomes;DGome078;Gom778
057958431-21;Carlos C F Lima;CLima057;Lim157
104835861-15;Helena E A Braga;HBrag104;Bra533
099138388-34;Erik E F Mozany;EMoza099;Moz109
041914794-74;Larissa A A Fernandes;LFern041;Fer838
081689507-12;Weslley D E Abdalla;WAbda081;Abd616
057585083-13;Gabriel G F Nunes;GNune057;Nun863
107503594-14;Erckson C A Assis;EAssi107;Ass419
074517884-19;Gustavo D B Lacerda;GLace074;Lac554
072700931-98;Clarissa D G Nascimento;CNasc072;Nas302
042402543-36;Luis C F Mozany;LMoza042;Moz211
084968293-43;Stephanie A A Ritschel;SRits084;Rit853
057307430-96;Fabio A A Guimarães;FGuim057;Gui490
077474071-54;Felipe G G Souza;FSouz077;Sou139
052304186-12;Geovanna B C Nascimento;GNasc052;Nas989
070651111-53;Erckson C C Couto;ECout070;Cou340
100737496-97;Fabio B C Moreira;FMore100;Mor356
074550568-19;Dario F F Soares;DSoar074;Soa161
070630373-97;Helena F F Couto;HCout070;Cou333
059447857-21;Lucas E E Batista;LBati059;Bat295
105921065-41;Arthur D E Lima;ALima105;Lim461
061553376-43;Clarissa G E Guerra;CGuer061;Gue203
042874051-66;Stephany B C Ramos;SRamo042;Ram557
085332361-40;Ian E E Abdalla;IAbda085;Abd438
097574108-66;Erik F A Borges;EBorg097;Bor938
056982029-64;Joao D E Moreira;JMore056;Mor657
094196995-26;Ronilson B B Mayrink;RMayr094;May542
074433463-36;Vinicius G A Gomes;VGome074;Gom228
111168120-23;Arthur B D Gomes;AGome111;Gom513
091016043-63;Clarissa A B Borges;CBorg091;Bor153
049657307-37;Lucas A B Silva;LSilv049;Sil415
045809995-19;Arthur B C Batista;ABati045;Bat550
103099635-38;Arthur G D Nascimento;ANasc103;Nas888
078723222-78;Arthur G A Batista;ABati078;Bat654
086700205-07;Ítalo F G Lima;ÍLima086;Lim724
040222373-73;Renato F C Souza;RSouz040;Sou737
043042671-88;Stephany E E Ramos;SRamo043;Ram347
055946765-01;Joao D C Ritschel;JRits055;Rit413
103988010-71;Dario B E Amaral;DAmar103;Ama970
069778612-05;Stephanie F G Alves;SAlve069;Alv417
083269473-85;Arthur D E Moreira;AMore083;Mor352
056734118-39;Gustavo C E Guimarães;GGuim056;Gui320
107775456-25;Stephanie G G Soares;SSoar107;Soa311
114111075-20;Arthur D A Lima;ALima114;Lim279
074409883-65;Felipe A D Ritschel;FRits074;Rit636
074390829-89;Stephany B B Pires;SPire074;Pir584
071650957-58;Daniel D D Viçoso;DViço071;Viç125
085021009-60;Luis C B Viçoso;LViço085;Viç559
087180645-23;Raissa D A Neves;RNeve087;Nev612
076935304-60;Ronilson A A Viçoso;RViço076;Viç643
072976560-79;Joao A A Gomes;JGome072;Gom859
091552552-74;Weslley C D Silva;WSilv091;Sil688
094086561-45;Clarissa A C Braga;CBrag094;Bra702
065154171-14;Erckson D A Souza;ESouz065;Sou890
056009333-43;Gabriel C B Couto;GCout056;Cou610
079642595-90;Arthur F E Braga;ABrag079;Bra339
053948549-33;Ronilson E E Moreira;RMore053;Mor669
041018248-32;Joao E D Borges;JBorg041;Bor818
085964875-98;Ítalo E B Santos;ÍSant085;San672
042887773-99;Dario C C Freire;DFrei042;Fre767
046426079-10;Raissa F G Viçoso;RViço046;Viç131
108828637-29;Ronilson F D Moreira;RMore108;Mor562
112119849-88;Arthur F E Braga;ABrag112;Bra276
062777210-23;Larissa D F Lacerda;LLace062;Lac839
105204024-94;Larissa F E Lacerda;LLace105;Lac827
055886443-70;Maria B D Silva;MSilv055;Sil865
106624618-62;Clarissa D B Leite;CLeit106;Lei812
094518165-60;Matheus A A Mozany;MMoza094;Moz938
092728888-44;Dario F G Leão;DLeão092;Leã965
049414196-76;Petrônio F E Viçoso;PViço049;Viç564
046369927-31;Helena E C Oliveira;HOliv046;Oli422
107991359-20;Erckson E G Couto;ECout107;Cou702
099382422-38;Maria C F Mayrink;MMayr099;May910
098681018-62;Arthur E E Matos;AMato098;Mat436
051257796-42;Eric B A Ramos;ERamo051;Ram790
107352053-26;Maria C C Matos;MMato107;Mat914
060653161-35;Renato G A Leite;RLeit060;Lei872
053053981-30;Ian B E Cruz;ICruz053;Cru598
057591723-55;Pedro D A Amaral;PAmar057;Ama592
064393443-32;Weslley E D Matos;WMato064;Mat898
051002670-71;Gustavo B D Viçoso;GViço051;Viç936
086224236-39;Arthur C A Guimarães;AGuim086;Gui452
082345506-86;Carlos B E Neves;CNeve082;Nev415
072040548-21;Guilherme F A Nunes;GNune072;Nun308
098024151-06;Felipe G B Braga;FBrag098;Bra239
075352669-11;Gabriel C D Mozany;GMoza075;Moz661
058281520-94;Maria A F Ritschel;MRits058;Rit736
105212865-81;Joao A B Cruz;JCruz105;Cru621
074799742-23;Gabriel E C Guerra;GGuer074;Gue846
111279235-55;Stephanie B B Moreira;SMore111;Mor776
094913746-56;Gabriel A G Matos;GMato094;Mat486
077870054-78;Felipe A F Campos;FCamp077;Cam455
106449655-87;Carlos G C Amaral;CAmar106;Ama745
064844653-15;Carlos C B Soares;CSoar064;Soa175
054999327-75;Joao F C Pinho;JPinh054;Pin162
090230072-72;Helena E E Borges;HBorg090;Bor931
106531054-63;Gustavo B C Guimarães;GGuim106;Gui982
101625484-33;Gabriel E A Amaral;GAmar101;Ama346
075798254-54;Joao G D Oliveira;JOliv075;Oli444
052907626-06;Albert G D Freire;AFrei052;Fre945
040065724-80;Maria A F Couto;MCout040;Cou111
043683142-48;Guilherme C A Lima;GLima043;Lim622
058468080-88;Weslley A E Mozany;WMoza058;Moz354
042660783-96;Leonardo D G Vianna;LVian042;Via551
049309308-69;Pedro D E Ritschel;PRits049;Rit413
072379112-83;Fabio F E Lacerda;FLace072;Lac988
066222460-25;Joao F B Ritschel;JRits066;Rit641
065434241-17;Luis A G Pires;LPire065;Pir578
076031854-64;Felipe A F Guimarães;FGuim076;Gui328
055868504-74;Stephany F G Lima;SLima055;Lim807
084569690-07;Davi D F Leite;DLeit084;Lei272
071913932-16;Raissa B B Pinho;RPinh071;Pin199
057961602-22;Raissa B C Lacerda;RLace057;Lac329
052793612-81;Luis G D Batista;LBati052;Bat643
074210109-33;Maria E D Gomes;MGome074;Gom673
096667267-00;Ítalo G B Matos;ÍMato096;Mat215
106437065-49;Matheus C A Moreira;MMore106;Mor450
060018127-93;Raissa G D Nunes;RNune060;Nun470
098620911-07;Renato G E Lutkenhaus;RLutk098;Lut546
067861967-03;Weslley C G Leão;WLeão067;Leã926
109923992-94;Helena D E Lutkenhaus;HLutk109;Lut196
073388965-79;Raissa A D Freire;RFrei073;Fre278
103364551-33;Gustavo F B Guimarães;GGuim103;Gui563
110771462-24;Erik C G Neves;ENeve110;Nev780
112356838-67;Gustavo C G Silva;GSilv112;Sil192
045855670-62;Vinicius C C Mayrink;VMayr045;May627
054997413-71;Joao D D Mayrink;JMayr054;May511
073374142-17;Clarissa E F Fraga;CFrag073;Fra260
057194332-13;Raissa E E Lacerda;RLace057;Lac933
073539506-47;Carlos F F Fraga;CFrag073;Fra908
111330787-23;Daniel D D Couto;DCout111;Cou595
080221890-29;Arthur C E Fernandes;AFern080;Fer465
099097632-39;Stephanie B B Lima;SLima099;Lim812
088450262-96;Felipe D A Amaral;FAmar088;Ama467
055222891-93;Gustavo G G Pires;GPire055;Pir217
088867156-51;Lucas E C Gomes;LGome088;Gom677
077834127-09;Joao B A Silva;JSilv077;Sil217
068039589-93;Leonardo E C Ritschel;LRits068;Rit843
057570469-51;Erik A F Viçoso;EViço057;Viç741
071072342-98;Carlos B B Nascimento;CNasc071;Nas950
073038739-58;Pedro F C Oliveira;POliv073;Oli989
084095574-97;Stephany A F Abdalla;SAbda084;Abd401
097103939-31;Fabio A C Moreira;FMore097;Mor393
094088624-69;Vinicius B D Freire;VFrei094;Fre920
099323710-75;Erik D G Mozany;EMoza099;Moz452
076725794-10;Maria F G Freire;MFrei076;Fre712
077676928-43;Petrônio B G Assis;PAssi077;Ass603
095922064-73;Joao A D Ritschel;JRits095;Rit297
063718270-66;Vinicius B A Lutkenhaus;VLutk063;Lut775
045966425-71;Helena C E Matos;HMato045;Mat261
069229225-22;Stephany B B Neves;SNeve069;Nev870
077093082-41;Maria C D Fraga;MFrag077;Fra894
063854906-97;Erik F G Pinho;EPinh063;Pin695
077533090-80;Lucas G C Souza;LSouz077;Sou920
058640917-50;Albert B C Soares;ASoar058;Soa871
081252848-63;Albert B C Fernandes;AFern081;Fer436
042539886-26;Erckson A C Pinho;EPinh042;Pin650
112353141-62;Daniel A G Fraga;DFrag112;Fra665
107559997-79;Joao C A Amaral;JAmar107;Ama111
071613765-22;Raissa A C Abdalla;RAbda071;Abd990
105082164-90;Arthur F F Leite;ALeit105;Lei665
059456117-94;Eric D C Santos;ESant059;San857
099643119-17;Guilherme C C Nunes;GNune099;Nun526
100603163-16;Joao G D Leite;JLeit100;Lei322
103316018-38;Joao A E Gomes;JGome103;Gom210
058336373-77;Leonardo D B Assis;LAssi058;Ass147
086180545-53;Matheus D B Santos;MSant086;San174
074596201-86;Clarissa B A Nascimento;CNasc074;Nas471
112970318-37;Davi A G Freire;DFrei112;Fre471
066064968-84;Leonardo F D Leão;LLeão066;Leã985
057445423-09;Joao B F Assis;JAssi057;Ass239
057495032-64;Hugo F G Freire;HFrei057;Fre167
054986547-37;Daniel E G Souza;DSouz054;Sou757
111836121-60;Ian A C Pires;IPire111;Pir408
086936933-11;Raissa D C Leite;RLeit086;Lei711
055056706-43;Raissa E D Cruz;RCruz055;Cru626
085832569-33;Daniel D E Santos;DSant085;San210
100200195-81;Helena C B Ritschel;HRits100;Rit359
066167648-02;Clarissa A G Amaral;CAmar066;Ama890
089365497-69;Raissa F D Leite;RLeit089;Lei206
101277706-47;Arthur A E Santos;ASant101;San163
106413053-18;Guilherme A C Amaral;GAmar106;Ama268
096958579-08;Vinicius G D Guerra;VGuer096;Gue215
108196164-79;Daniel C D Assis;DAssi108;Ass797
093297285-60;Ana E D Couto;ACout093;Cou551
089857201-90;Leonardo D B Fernandes;LFern089;Fer490
041432436-44;Maria D D Nascimento;MNasc041;Nas974
047118045-11;Arthur A G Lima;ALima047;Lim253
101556567-83;Larissa A F Cruz;LCruz101;Cru127
059397948-48;Vinicius G A Ritschel;VRits059;Rit844
102442723-77;Pedro C D Guerra;PGuer102;Gue727
050736231-48;Guilherme C G Pires;GPire050;Pir519
112925570-26;Raissa F G Lutkenhaus;RLutk112;Lut380
087729000-12;Ítalo C A Cruz;ÍCruz087;Cru942
077850389-23;Leonardo G A Nunes;LNune077;Nun725
083269029-50;Renato E C Ritschel;RRits083;Rit950
041877137-43;Lucas G F Leão;LLeão041;Leã191
090822954-84;Larissa E A Lima;LLima090;Lim138
075062195-90;Erckson B A Vianna;EVian075;Via845
104713038-05;Joao G A Leão;JLeão104;Leã312
092137379-49;Ana D B Pires;APire092;Pir246
079036968-49;Gabriel G D Batista;GBati079;Bat561
069050184-93;Weslley A C Borges;WBorg069;Bor418
047788729-62;Lucas A B Leite;LLeit047;Lei883
058710192-46;Joao F G Souza;JSouz058;Sou754
095171159-83;Joao F D Fernandes;JFern095;Fer497
090216283-56;Gustavo G E Amaral;GAmar090;Ama255
101341171-32;Eric E D Alves;EAlve101;Alv101
071791779-63;Felipe A E Viçoso;FViço071;Viç268
076846552-93;Carlos A A Ramos;CRamo076;Ram767
097973664-14;Felipe E C Moreira;FMore097;Mor330
070028225-62;Hugo E E Cruz;HCruz070;Cru288
084076387-15;Joao G B Souza;JSouz084;Sou426
049122970-46;Leonardo A B Cruz;LCruz049;Cru692
096375974-06;Davi C F Soares;DSoar096;Soa238
056333440-61;Davi E B Alves;DAlve056;Alv399
076367271-65;Pedro B F Moreira;PMore076;Mor894
106355731-19;Erik C E Assis;EAssi106;Ass249
056340909-92;Renato G D Mozany;RMoza056;Moz139
090596377-29;Erckson C D Lutkenhaus;ELutk090;Lut850
